record_id,receiving_entity,entity_type,county,fiscal_year,fiscal_year_start,fiscal_year_end,fee_program,fee_category,measure,measure_as_printed,measure_role,figure_group_id,is_primary_in_figure_group,value_usd,source_value_text,value_is_printed_zero,land_use_scope,land_use_basis,accounting_basis_source_read,gross_or_net_source_read,fiscal_year_basis,publication_title,publication_type,source_id,physical_pdf_page,printed_page,internal_identifier,source_sha256,source_pdf,official_source_url,retrieved_utc,page_extract_pdf,outlined_figure_pdf,outline_rect_pdf_points,validation_status,review_batch,reviewed_utc,measure_read_from_source,arithmetic_check,source_limitations
cameron-park-community-service-district-2024-25-park-development-impact-fee-total-fees-collected,CAMERON PARK COMMUNITY SERVICE DISTRICT,special_district,,2024-25,2024-07-01,2025-06-30,Park Development Impact Fee,parks_recreation_open_space,total_fees_collected,Fees Collected in Fiscal Year:,primary_reported_figure,cameron-park-community-service-2024-25-p8-66450-0,true,66450.00,"66,450.00",false,residential_and_nonresidential_not_split,The Fire fee is described as attributable to new residential and nonresidential development; the Park fee is described as serving new development generally. Neither prints a split of collections. Residential share unknown.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_2024_25_on_the_form,"CAMERON PARK COMMUNITY SERVICE DISTRICT impact fee report, fiscal year 2024-25",annual_fee_report_66006,combined-filing-3476ee5f6f57,8,,Fund or Account No.: 80010120 / Fiscal Year 2024-25 / Fees Collected in Fiscal Year:,3476ee5f6f570e26316a2954004648e09a40f46996c364ef8b6a4d7dc9041be9,sources/combined-filing-3476ee5f6f57.pdf,https://www.eldoradocounty.ca.gov/files/assets/county/v/1/documents/land-use/planning-amp-zoning/impact-fee/a-consolidated-reports-fy-2024-25.pdf,2026-09-14T22:46:55.995438+00:00,evidence/extracts/cameron-park-community-service-district-p008-e19830eb.pdf,evidence/outlined/cameron-park-community-service-district-p008-e19830eb.pdf,"[364.55950927734375, 590.1129760742188, 409.0373840332031, 604.8844604492188]",published_reported_collection_reviewed_in_release_03,b36-cameron-park-csd-2024-25,2026-09-22T02:32:57.031860+00:00,"Each published figure is the 'Fees Collected in Fiscal Year:' row of the Annual Report table, separate from 'Interest Earned in Fiscal Year:' and 'Expenditures in Fiscal Year:'.","Both funds reconcile exactly: Fire 1,197,421.98 + 19,819.38 + 44,609.08 - 198.20 = 1,261,652.24; Parks 1,705,849.46 + 66,450.00 + 63,595.03 = 1,835,894.49.",The amount of the fee is not printed on the report page; it refers to an attached fee schedule. | Residential share is unknown; neither report prints a split of collections. | Accounting basis and refund treatment are not stated in the source.
costa-mesa-sanitary-district-2017-18-capacity-charges-fixture-fees-facilities-revolving-fund-mixed-or-unallocated-fees-c,COSTA MESA SANITARY DISTRICT,special_district,,2017-18,2017-07-01,2018-06-30,"Capacity charges (fixture fees), Facilities Revolving Fund",wastewater,mixed_or_unallocated_fees_collected,Fixture fees collected,secondary_measure_restatement,costa-mesa-sanitary-district-2017-18-p1-147335-0,false,147335.00,"147,335",false,not_split_in_source,Same printed figure at the mixed/unallocated grain. Not an additional amount.,not_stated_in_source,gross_refunds_reported_separately,report_title_fiscal_year_ended_june_30_2018,"COSTA MESA SANITARY DISTRICT impact fee report, fiscal year 2017-18",annual_fee_report_66006,costa-mesa-sanitary-district-2017-18,1,,page 1 / measures as rows / COSTA MESA SANITARY DISTRICT / Fixture fees collected,f4e9978ec56cfe6abba60e96e995ffb0240cc082ba3714f59da0bd9090370e13,sources/costa-mesa-sanitary-district-2017-18.pdf,https://cms9files.revize.com/cmsd/Document_Center/Who%20We%20Are/Transparency/Capacity%20charges/annual_compliance_report_capacity_charges_fy17_18.pdf,2026-09-15T10:30:49.584568+00:00,evidence/extracts/costa-mesa-sanitary-district-p001-b77ae80b.pdf,evidence/outlined/costa-mesa-sanitary-district-p001-b77ae80b.pdf,"[310.6099853515625, 444.8500061035156, 354.06201171875, 458.22998046875]",published_reported_collection_reviewed_in_release_03,b47-costa-mesa-sanitary-district-2017-18,2026-09-22T02:35:57.364801+00:00,"The published figure is the 'Fixture fees collected' line under Increases in the summary of fund activity. Item (3) of the same page repeats it in words: 'The Facilities Revolving Fund collected $147,335 in capacity charges (fixture fees) for the year ended June 30, 2018.'","183,328 beginning + 147,301 total increases - 193,760 total decreases = 136,869, the printed ending balance at June 30, 2018.","This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | This is a Government Code section 66013 capacity charge compliance report, not a section 66006 development impact fee report. | Residential share is unknown; the report prints no land-use breakdown."
costa-mesa-sanitary-district-2017-18-capacity-charges-fixture-fees-facilities-revolving-fund-total-fees-collected,COSTA MESA SANITARY DISTRICT,special_district,,2017-18,2017-07-01,2018-06-30,"Capacity charges (fixture fees), Facilities Revolving Fund",wastewater,total_fees_collected,Fixture fees collected,primary_reported_figure,costa-mesa-sanitary-district-2017-18-p1-147335-0,true,147335.00,"147,335",false,not_split_in_source,The fixture fee is charged on sewer fixtures and the report prints no land-use split of collections. Residential share unknown.,not_stated_in_source,gross_refunds_reported_separately,report_title_fiscal_year_ended_june_30_2018,"COSTA MESA SANITARY DISTRICT impact fee report, fiscal year 2017-18",annual_fee_report_66006,costa-mesa-sanitary-district-2017-18,1,,page 1 / measures as rows / COSTA MESA SANITARY DISTRICT / Fixture fees collected,f4e9978ec56cfe6abba60e96e995ffb0240cc082ba3714f59da0bd9090370e13,sources/costa-mesa-sanitary-district-2017-18.pdf,https://cms9files.revize.com/cmsd/Document_Center/Who%20We%20Are/Transparency/Capacity%20charges/annual_compliance_report_capacity_charges_fy17_18.pdf,2026-09-15T10:30:49.584568+00:00,evidence/extracts/costa-mesa-sanitary-district-p001-b77ae80b.pdf,evidence/outlined/costa-mesa-sanitary-district-p001-b77ae80b.pdf,"[310.6099853515625, 444.8500061035156, 354.06201171875, 458.22998046875]",published_reported_collection_reviewed_in_release_03,b47-costa-mesa-sanitary-district-2017-18,2026-09-22T02:35:57.364801+00:00,"The published figure is the 'Fixture fees collected' line under Increases in the summary of fund activity. Item (3) of the same page repeats it in words: 'The Facilities Revolving Fund collected $147,335 in capacity charges (fixture fees) for the year ended June 30, 2018.'","183,328 beginning + 147,301 total increases - 193,760 total decreases = 136,869, the printed ending balance at June 30, 2018.","This is a Government Code section 66013 capacity charge compliance report, not a section 66006 development impact fee report. Capacity charges are a different statutory category from Mitigation Fee Act impact fees. | Refunds of $760 are reported separately and are not netted against the published figure. | A transfer of $193,000 to the Liquid Waste Fund for reimbursement of project costs is reported separately. | Residential share is unknown; the report prints no land-use breakdown."
city-of-albany-2024-25-capital-facilities-total_fees_collected,City of Albany,city,Alameda,2024-25,2020-07-01,2025-06-30,Capital Facilities,general_public_facilities,total_fees_collected,Fees,primary_reported_figure,city-of-albany-2024-25-capital-facilities,true,8994.0,"8,994",false,not_split_in_source,The financial summary prints one undivided figure of fees collected for this fund and does not divide it by land use.,not_stated_in_source,not_stated_in_source,financial_summary_report_for_the_fiscal_year_ended_june_30_2025,"City of Albany annual development impact fee report, fiscal year 2024-25",combined_annual_and_five_year,city-of-albany-2024-25,9,,Financial Summary Report / column Capital Facilities / row Fees,fd21ae74a09d3d5fad010c4c65a55d778eb71363389160a9969518b8db0fb7fd,sources/city-of-albany-2024-25.pdf,https://www.albanyca.gov/files/assets/city/v/1/finance/documents/budget-financial-reports/albany-annual-dif-report-fy-2025-final.pdf,2026-09-22T11:26:05.488825+00:00,evidence/extracts/city-of-albany-p009-32b9bb31.pdf,evidence/outlined/city-of-albany-p009-32b9bb31.pdf,"[208.82290649414062, 364.4110412597656, 223.8513641357422, 393.6801452636719]",published_reported_collection_reviewed_in_statewide_lane,sw21-nbs-template-cities,2026-09-22T19:23:35.301800+00:00,"The outlined cell stands on the report's own Fees row, in the column the report heads Capital Facilities.","The column's own printed arithmetic closes, which is what ties this figure to this fund rather than to the column beside it: the column's revenue lines add up to its own printed subtotal: Fees 8,994 + Interest 18,362 + Transfers In - = the printed Total Revenues 27,356; and the printed Fund Balance, Beginning of the Year 366,566 plus that year's revenue is the printed Fund Balance, End of the Year 393,922.",The report prints this fund's collection as one undivided figure and does not divide it by land use. The fee schedule is printed elsewhere in the report and is not reproduced in the published extract.
city-of-albany-2024-25-sewer-total_fees_collected,City of Albany,city,Alameda,2024-25,2020-07-01,2025-06-30,Sewer,wastewater,total_fees_collected,Fees,primary_reported_figure,city-of-albany-2024-25-sewer,true,41881.0,"41,881",false,not_split_in_source,The financial summary prints one undivided figure of fees collected for this fund and does not divide it by land use.,not_stated_in_source,not_stated_in_source,financial_summary_report_for_the_fiscal_year_ended_june_30_2025,"City of Albany annual development impact fee report, fiscal year 2024-25",combined_annual_and_five_year,city-of-albany-2024-25,9,,Financial Summary Report / column Sewer / row Fees,fd21ae74a09d3d5fad010c4c65a55d778eb71363389160a9969518b8db0fb7fd,sources/city-of-albany-2024-25.pdf,https://www.albanyca.gov/files/assets/city/v/1/finance/documents/budget-financial-reports/albany-annual-dif-report-fy-2025-final.pdf,2026-09-22T11:26:05.488825+00:00,evidence/extracts/city-of-albany-p009-f42278eb.pdf,evidence/outlined/city-of-albany-p009-f42278eb.pdf,"[208.82290649414062, 151.17132568359375, 223.8513641357422, 185.96026611328125]",published_reported_collection_reviewed_in_statewide_lane,sw21-nbs-template-cities,2026-09-22T19:23:35.301800+00:00,"The outlined cell stands on the report's own Fees row, in the column the report heads Sewer.","The column's own printed arithmetic closes, which is what ties this figure to this fund rather than to the column beside it: the column's revenue lines add up to its own printed subtotal: Fees 41,881 + Interest - + Transfers In - = the printed Total Revenues 41,881; and the printed Fund Balance, Beginning of the Year - plus that year's revenue is the printed Fund Balance, End of the Year 41,881.",The report prints this fund's collection as one undivided figure and does not divide it by land use. The fee schedule is printed elsewhere in the report and is not reproduced in the published extract.
city-of-albany-2024-25-storm-drain-total_fees_collected,City of Albany,city,Alameda,2024-25,2020-07-01,2025-06-30,Storm Drain,drainage_stormwater_flood,total_fees_collected,Fees,primary_reported_figure,city-of-albany-2024-25-storm-drain,true,382.0,382,false,not_split_in_source,The financial summary prints one undivided figure of fees collected for this fund and does not divide it by land use.,not_stated_in_source,not_stated_in_source,financial_summary_report_for_the_fiscal_year_ended_june_30_2025,"City of Albany annual development impact fee report, fiscal year 2024-25",combined_annual_and_five_year,city-of-albany-2024-25,9,,Financial Summary Report / column Storm Drain / row Fees,fd21ae74a09d3d5fad010c4c65a55d778eb71363389160a9969518b8db0fb7fd,sources/city-of-albany-2024-25.pdf,https://www.albanyca.gov/files/assets/city/v/1/finance/documents/budget-financial-reports/albany-annual-dif-report-fy-2025-final.pdf,2026-09-22T11:26:05.488825+00:00,evidence/extracts/city-of-albany-p009-75ac2b0f.pdf,evidence/outlined/city-of-albany-p009-75ac2b0f.pdf,"[208.82290649414062, 231.691162109375, 223.8513641357422, 252.56024169921875]",published_reported_collection_reviewed_in_statewide_lane,sw21-nbs-template-cities,2026-09-22T19:23:35.301800+00:00,"The outlined cell stands on the report's own Fees row, in the column the report heads Storm Drain.","The column's own printed arithmetic closes, which is what ties this figure to this fund rather than to the column beside it: the column's revenue lines add up to its own printed subtotal: Fees 382 + Interest - + Transfers In 151,811 = the printed Total Revenues 152,193; and the printed Fund Balance, Beginning of the Year - plus that year's revenue is the printed Fund Balance, End of the Year 152,193.",The report prints this fund's collection as one undivided figure and does not divide it by land use. The fee schedule is printed elsewhere in the report and is not reproduced in the published extract.
city-of-arcadia-2014-15-park-facilities-fee-resolution-no-6602-total-fees-collected,City of Arcadia,city,,2014-15,2014-07-01,2015-06-30,Park Facilities Fee (Resolution No. 6602),parks_recreation_open_space,total_fees_collected,Fees Collected,primary_reported_figure,city-of-arcadia-2014-15-p1-1996015-0,true,1996015.00,"1,996,015",false,not_split_in_source,"The report's printed Amount of Fees section lists only single-family ($2.85/sq ft) and multi-family ($3.73/sq ft) project rates, which establishes that the fee applies to residential projects, but the report prints no residential subtotal of the amount collected. The residential share of the published amount is therefore unknown and is not asserted.",not_stated_in_source,not_stated_in_source,printed_fiscal_year_row_in_exhibit_a,"City of Arcadia impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-arcadia-2023-24,1,1,page 1 / measures as columns / account on page 1 of the City of Arcadia impact fee report for 2023-24 (fund name not established; not linked to accounts in the agency's other reports) / Fees Collected,992b95978f3cd19cbff48b6619fa0a6bee103e2fe23131b18dd4dbe8ccac3476,sources/city-of-arcadia-2023-24.pdf,https://www.arcadiaca.gov/Document%20Center/Government/Development%20Services/Building%20Services/Assembly%20Bill%20602/Annual%20Development%20Fee%20Reports%20for%20FY2023-24.pdf,2026-09-15T10:34:32.161520+00:00,evidence/extracts/city-of-arcadia-p001-75b1c25b.pdf,evidence/outlined/city-of-arcadia-p001-75b1c25b.pdf,"[237.99911499023438, 469.3749694824219, 276.66033935546875, 480.4490661621094]",published_reported_collection_reviewed_in_release_03,b04-arcadia-2014-15-to-2023-24,2026-09-22T02:05:35.963901+00:00,"Each exhibit carries one table, 'Beginning and Ending Balances of the Fund and Amount of Fees Collected and Interests Earned', with a Fiscal Year row per year and columns Beginning Fund Balance, Fees Collected, Interest Earned, Expenditures, Other, Ending Balance. Each published figure is the 'Fees Collected' cell on its own printed Fiscal Year row. Fees Collected is separate from Interest Earned and from the 'Other' column.",,"Reported in the City's FY2023-24 report as its own multi-year history; this is not a figure taken from that year's own annual report. | Exhibit A prints '2022-23' on both the first and second data rows. The first row is fiscal year 2023-24: the second row's roll-forward closes to the first row's beginning balance, and Exhibit B of the same report prints 2023-24 in the same position. | The residential share of the amount collected is unknown; the report prints no residential subtotal. | Accounting basis and refund treatment are not stated in the source."
city-of-arcadia-2014-15-transportation-impact-fee-resolution-nos-6495-and-7151-mixed-or-unallocated-fees-collected,City of Arcadia,city,,2014-15,2014-07-01,2015-06-30,Transportation Impact Fee (Resolution Nos. 6495 and 7151),transportation,mixed_or_unallocated_fees_collected,Fees Collected,secondary_measure_restatement,city-of-arcadia-2014-15-p3-372853-0,false,372853.00,"372,853",false,not_split_in_source,Same printed Fees Collected figure recorded at the mixed/unallocated land-use grain because the source reports no split. Not an additional amount.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_row_in_exhibit_b,"City of Arcadia impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-arcadia-2023-24,3,,page 3 / measures as columns / account on page 3 of the City of Arcadia impact fee report for 2023-24 (fund name not established; not linked to accounts in the agency's other reports) / Fees Collected,992b95978f3cd19cbff48b6619fa0a6bee103e2fe23131b18dd4dbe8ccac3476,sources/city-of-arcadia-2023-24.pdf,https://www.arcadiaca.gov/Document%20Center/Government/Development%20Services/Building%20Services/Assembly%20Bill%20602/Annual%20Development%20Fee%20Reports%20for%20FY2023-24.pdf,2026-09-15T10:34:32.161520+00:00,evidence/extracts/city-of-arcadia-p003-a1e4dfc1.pdf,evidence/outlined/city-of-arcadia-p003-a1e4dfc1.pdf,"[225.1363067626953, 530.5206298828125, 261.7561340332031, 543.37255859375]",published_reported_collection_reviewed_in_release_03,b04-arcadia-2014-15-to-2023-24,2026-09-22T02:05:35.963901+00:00,"Each exhibit carries one table, 'Beginning and Ending Balances of the Fund and Amount of Fees Collected and Interests Earned', with a Fiscal Year row per year and columns Beginning Fund Balance, Fees Collected, Interest Earned, Expenditures, Other, Ending Balance. Each published figure is the 'Fees Collected' cell on its own printed Fiscal Year row. Fees Collected is separate from Interest Earned and from the 'Other' column.",,This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | Reported in the City's FY2023-24 report as its own multi-year history. | The residential share of the amount collected is unknown.
city-of-arcadia-2014-15-transportation-impact-fee-resolution-nos-6495-and-7151-total-fees-collected,City of Arcadia,city,,2014-15,2014-07-01,2015-06-30,Transportation Impact Fee (Resolution Nos. 6495 and 7151),transportation,total_fees_collected,Fees Collected,primary_reported_figure,city-of-arcadia-2014-15-p3-372853-0,true,372853.00,"372,853",false,not_split_in_source,"The printed rate is $1,983 per PM peak hour vehicle trip, a trip-based rate that is not specific to a land use, and the report prints no land-use breakdown of the amount collected. Residential share unknown.",not_stated_in_source,not_stated_in_source,printed_fiscal_year_row_in_exhibit_b,"City of Arcadia impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-arcadia-2023-24,3,,page 3 / measures as columns / account on page 3 of the City of Arcadia impact fee report for 2023-24 (fund name not established; not linked to accounts in the agency's other reports) / Fees Collected,992b95978f3cd19cbff48b6619fa0a6bee103e2fe23131b18dd4dbe8ccac3476,sources/city-of-arcadia-2023-24.pdf,https://www.arcadiaca.gov/Document%20Center/Government/Development%20Services/Building%20Services/Assembly%20Bill%20602/Annual%20Development%20Fee%20Reports%20for%20FY2023-24.pdf,2026-09-15T10:34:32.161520+00:00,evidence/extracts/city-of-arcadia-p003-a1e4dfc1.pdf,evidence/outlined/city-of-arcadia-p003-a1e4dfc1.pdf,"[225.1363067626953, 530.5206298828125, 261.7561340332031, 543.37255859375]",published_reported_collection_reviewed_in_release_03,b04-arcadia-2014-15-to-2023-24,2026-09-22T02:05:35.963901+00:00,"Each exhibit carries one table, 'Beginning and Ending Balances of the Fund and Amount of Fees Collected and Interests Earned', with a Fiscal Year row per year and columns Beginning Fund Balance, Fees Collected, Interest Earned, Expenditures, Other, Ending Balance. Each published figure is the 'Fees Collected' cell on its own printed Fiscal Year row. Fees Collected is separate from Interest Earned and from the 'Other' column.",,Reported in the City's FY2023-24 report as its own multi-year history; this is not a figure taken from that year's own annual report. | The residential share of the amount collected is unknown; the report prints no land-use breakdown. | Accounting basis and refund treatment are not stated in the source.
city-of-arcadia-2015-16-park-facilities-fee-resolution-no-6602-total-fees-collected,City of Arcadia,city,,2015-16,2015-07-01,2016-06-30,Park Facilities Fee (Resolution No. 6602),parks_recreation_open_space,total_fees_collected,Fees Collected,primary_reported_figure,city-of-arcadia-2015-16-p1-2096641-0,true,2096641.00,"2,096,641",false,not_split_in_source,"The report's printed Amount of Fees section lists only single-family ($2.85/sq ft) and multi-family ($3.73/sq ft) project rates, which establishes that the fee applies to residential projects, but the report prints no residential subtotal of the amount collected. The residential share of the published amount is therefore unknown and is not asserted.",not_stated_in_source,not_stated_in_source,printed_fiscal_year_row_in_exhibit_a,"City of Arcadia impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-arcadia-2023-24,1,1,page 1 / measures as columns / account on page 1 of the City of Arcadia impact fee report for 2023-24 (fund name not established; not linked to accounts in the agency's other reports) / Fees Collected,992b95978f3cd19cbff48b6619fa0a6bee103e2fe23131b18dd4dbe8ccac3476,sources/city-of-arcadia-2023-24.pdf,https://www.arcadiaca.gov/Document%20Center/Government/Development%20Services/Building%20Services/Assembly%20Bill%20602/Annual%20Development%20Fee%20Reports%20for%20FY2023-24.pdf,2026-09-15T10:34:32.161520+00:00,evidence/extracts/city-of-arcadia-p001-e9b28540.pdf,evidence/outlined/city-of-arcadia-p001-e9b28540.pdf,"[237.99008178710938, 459.0959167480469, 276.65130615234375, 470.1700134277344]",published_reported_collection_reviewed_in_release_03,b04-arcadia-2014-15-to-2023-24,2026-09-22T02:05:35.963901+00:00,"Each exhibit carries one table, 'Beginning and Ending Balances of the Fund and Amount of Fees Collected and Interests Earned', with a Fiscal Year row per year and columns Beginning Fund Balance, Fees Collected, Interest Earned, Expenditures, Other, Ending Balance. Each published figure is the 'Fees Collected' cell on its own printed Fiscal Year row. Fees Collected is separate from Interest Earned and from the 'Other' column.",,"Reported in the City's FY2023-24 report as its own multi-year history; this is not a figure taken from that year's own annual report. | Exhibit A prints '2022-23' on both the first and second data rows. The first row is fiscal year 2023-24: the second row's roll-forward closes to the first row's beginning balance, and Exhibit B of the same report prints 2023-24 in the same position. | The residential share of the amount collected is unknown; the report prints no residential subtotal. | Accounting basis and refund treatment are not stated in the source."
city-of-arcadia-2015-16-transportation-impact-fee-resolution-nos-6495-and-7151-mixed-or-unallocated-fees-collected,City of Arcadia,city,,2015-16,2015-07-01,2016-06-30,Transportation Impact Fee (Resolution Nos. 6495 and 7151),transportation,mixed_or_unallocated_fees_collected,Fees Collected,secondary_measure_restatement,city-of-arcadia-2015-16-p3-335883-0,false,335883.00,"335,883",false,not_split_in_source,Same printed Fees Collected figure recorded at the mixed/unallocated land-use grain because the source reports no split. Not an additional amount.,not_stated_in_source,not_stated_in_source,printed_fiscal_year_row_in_exhibit_b,"City of Arcadia impact fee report, fiscal year 2023-24",annual_fee_report_66006,city-of-arcadia-2023-24,3,,page 3 / measures as columns / account on page 3 of the City of Arcadia impact fee report for 2023-24 (fund name not established; not linked to accounts in the agency's other reports) / Fees Collected,992b95978f3cd19cbff48b6619fa0a6bee103e2fe23131b18dd4dbe8ccac3476,sources/city-of-arcadia-2023-24.pdf,https://www.arcadiaca.gov/Document%20Center/Government/Development%20Services/Building%20Services/Assembly%20Bill%20602/Annual%20Development%20Fee%20Reports%20for%20FY2023-24.pdf,2026-09-15T10:34:32.161520+00:00,evidence/extracts/city-of-arcadia-p003-7a95e64f.pdf,evidence/outlined/city-of-arcadia-p003-7a95e64f.pdf,"[225.1468048095703, 518.5914916992188, 261.7666320800781, 531.4434204101562]",published_reported_collection_reviewed_in_release_03,b04-arcadia-2014-15-to-2023-24,2026-09-22T02:05:35.963901+00:00,"Each exhibit carries one table, 'Beginning and Ending Balances of the Fund and Amount of Fees Collected and Interests Earned', with a Fiscal Year row per year and columns Beginning Fund Balance, Fees Collected, Interest Earned, Expenditures, Other, Ending Balance. Each published figure is the 'Fees Collected' cell on its own printed Fiscal Year row. Fees Collected is separate from Interest Earned and from the 'Other' column.",,This row restates the same printed figure as the primary row in its figure group. Do not add it to the primary row. | Reported in the City's FY2023-24 report as its own multi-year history. | The residential share of the amount collected is unknown.
